case_id,case_type,model,model_label,model_family,modeling_row_id,semantic_group_id,actual_class,predicted_class,direction,rank,feature_index,feature_name,feature_label,feature_group,feature_value,shap_value,abs_shap_value
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,supports_prediction,6,2189,text__word__customer,customer,text,0.04923197999596596,0.0036286069080233574,0.0036286069080233574
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,supports_prediction,7,12631,text__char__entl,[char] entl,text,0.023000087589025497,0.0036097054835408926,0.0036097054835408926
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,supports_prediction,8,12247,text__char__ching,[char] ching,text,0.025774307548999786,0.0035566920414566994,0.0035566920414566994
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,supports_prediction,9,7764,text__word__reaching,reaching,text,0.07687466591596603,0.003506497712805867,0.003506497712805867
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,supports_prediction,10,11768,text__char__ you,[char]  you,text,0.023032698780298233,0.0034151982981711626,0.0034151982981711626
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,1,8262,text__word__return,return,text,0.23791371285915375,-0.010864593088626862,0.010864593088626862
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,2,11077,text__word__wireless mouse,wireless mouse,text,0.18129530549049377,-0.008174465037882328,0.008174465037882328
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,3,14165,text__char__riv,[char] riv,text,0.030991794541478157,-0.003703136695548892,0.003703136695548892
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,4,12446,text__char__durin,[char] durin,text,0.027020225301384926,-0.0036462999414652586,0.0036462999414652586
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,5,14938,text__char__you,[char] you,text,0.022999195381999016,-0.0035971004981547594,0.0035971004981547594
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,6,1762,text__word__compatibility concerns,compatibility concerns,text,0.166132390499115,-0.0005356196779757738,0.0005356196779757738
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,7,143,text__word__accessories,accessories,text,0.16940847039222717,-0.000348334142472595,0.000348334142472595
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,8,4284,text__word__hub,hub,text,0.14360691606998444,-0.00022365045151673257,0.00022365045151673257
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,9,1737,text__word__come,come,text,0.15672755241394043,-0.00018443378212396055,0.00018443378212396055
case_04,typical_low_to_medium,knn_cosine,kNN (cosine),instance_based,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,high,opposes_prediction,10,14597,text__char__they ,[char] they ,text,0.03410010784864426,-0.00013897809549234807,0.00013897809549234807
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,1,6098,text__word__mehr,mehr,text,0.13069546222686768,0.04221301153302193,0.04221301153302193
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,2,1158,text__word__bereitstellen,bereitstellen,text,0.07730682939291,0.040696386247873306,0.040696386247873306
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,3,15007,categorical__queue_Customer Service,Customer Service,queue,1.0,0.03451760485768318,0.03451760485768318
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,4,2240,text__word__daran,daran,text,0.09621497988700867,0.0331013947725296,0.0331013947725296
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,5,2242,text__word__daran interessiert,daran interessiert,text,0.10937650501728058,0.024644900113344193,0.024644900113344193
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,6,10211,text__word__umfassende,umfassende,text,0.11273083090782166,0.023123929277062416,0.023123929277062416
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,7,12140,text__char__bin ,[char] bin ,text,0.031210031360387802,0.014131150208413601,0.014131150208413601
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,8,5925,text__word__marke,marke,text,0.1155635192990303,0.012573146261274815,0.012573146261274815
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,9,11429,text__char__ dien,[char]  dien,text,0.028920000419020653,0.011405269615352154,0.011405269615352154
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,supports_prediction,10,586,text__word__anfrage,anfrage,text,0.08657338470220566,0.010761972516775131,0.010761972516775131
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,1,15003,categorical__type_Request,Request,type,1.0,-0.08222264796495438,0.08222264796495438
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,2,2752,text__word__dienstleistungen,dienstleistungen,text,0.09850405901670456,-0.04335245490074158,0.04335245490074158
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,3,5514,text__word__könnten bitte,könnten bitte,text,0.07815998047590256,-0.01404055766761303,0.01404055766761303
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,4,5058,text__word__interessiert,interessiert,text,0.08600646257400513,-0.011285745538771152,0.011285745538771152
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,5,11519,text__char__ inte,[char]  inte,text,0.012583606876432896,-0.010612419806420803,0.010612419806420803
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,6,4689,text__word__informationen,informationen,text,0.10707922279834747,-0.009471150115132332,0.009471150115132332
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,7,14434,text__char__ssie,[char] ssie,text,0.02717488445341587,-0.007414575200527906,0.007414575200527906
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,8,12737,text__char__etai,[char] etai,text,0.016300881281495094,-0.007152356207370758,0.007152356207370758
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,9,3277,text__word__erfahren,erfahren,text,0.14238125085830688,-0.0040013971738517284,0.0040013971738517284
case_05,typical_high_to_medium,knn_cosine,kNN (cosine),instance_based,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,medium,opposes_prediction,10,14115,text__char__ressi,[char] ressi,text,0.025949712842702866,-0.0037157677579671144,0.0037157677579671144
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,1,15015,categorical__queue_Technical Support,Technical Support,queue,1.0,0.3237530589103699,0.3237530589103699
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,2,15003,categorical__type_Request,Request,type,1.0,0.10446923226118088,0.10446923226118088
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,3,10211,text__word__umfassende,umfassende,text,0.11198700964450836,0.029794445261359215,0.029794445261359215
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,4,12736,text__char__eta,[char] eta,text,0.023604659363627434,0.022165339440107346,0.022165339440107346
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,5,4689,text__word__informationen,informationen,text,0.10637269169092178,0.01125609502196312,0.01125609502196312
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,6,2589,text__word__deren,deren,text,0.11867926269769669,0.010944307781755924,0.010944307781755924
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,7,3266,text__word__entscheidend,entscheidend,text,0.11758612096309662,0.010719607584178448,0.010719607584178448
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,8,13577,text__char__nfor,[char] nfor,text,0.019159745424985886,0.007377648260444403,0.007377648260444403
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,9,13576,text__char__nfo,[char] nfo,text,0.019083717837929726,0.00703808106482029,0.00703808106482029
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,10,15004,categorical__language_de,de,language,1.0,0.004142650403082371,0.004142650403082371
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,1,2635,text__word__details,details,text,0.057931892573833466,-0.025907324627041817,0.025907324627041817
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,2,586,text__word__anfrage,anfrage,text,0.0860021561384201,-0.022372066974639893,0.022372066974639893
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,3,13314,text__char__latt,[char] latt,text,0.04603172838687897,-0.022123469039797783,0.022123469039797783
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,4,13677,text__char__ntere,[char] ntere,text,0.015977798029780388,-0.022110244259238243,0.022110244259238243
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,5,14586,text__char__tfor,[char] tfor,text,0.03207004442811012,-0.022100916132330894,0.022100916132330894
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,6,13836,text__char__orm ,[char] orm ,text,0.029527494683861732,-0.018421247601509094,0.018421247601509094
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,7,11620,text__char__ plat,[char]  plat,text,0.03362598642706871,-0.007406095042824745,0.007406095042824745
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,8,13554,text__char__nders,[char] nders,text,0.02126249484717846,-0.0073740119114518166,0.0073740119114518166
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,9,13839,text__char__ormat,[char] ormat,text,0.020891668274998665,-0.007166668307036161,0.007166668307036161
case_06,critical_low_to_high,knn_cosine,kNN (cosine),instance_based,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,10,1178,text__word__besonders,besonders,text,0.10051917284727097,-0.006860606372356415,0.006860606372356415
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,1,1158,text__word__bereitstellen,bereitstellen,text,0.18857869505882263,0.07629519701004028,0.07629519701004028
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,2,13527,text__char__n? ,[char] n? ,text,0.039500657469034195,0.058945149183273315,0.058945149183273315
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,3,15007,categorical__queue_Customer Service,Customer Service,queue,1.0,0.04004959017038345,0.04004959017038345
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,4,5514,text__word__könnten bitte,könnten bitte,text,0.19065983593463898,0.0398879200220108,0.0398879200220108
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,5,11513,text__char__ info,[char]  info,text,0.026883771643042564,0.014549138024449348,0.014549138024449348
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,6,9318,text__word__strategien,strategien,text,0.21391677856445312,0.009427523240447044,0.009427523240447044
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,7,12605,text__char__en?,[char] en?,text,0.04494582116603851,0.007830378599464893,0.007830378599464893
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,8,12606,text__char__en? ,[char] en? ,text,0.04495318606495857,0.007690806407481432,0.007690806407481432
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,9,14197,text__char__rmati,[char] rmati,text,0.02850969135761261,0.007493981625884771,0.007493981625884771
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,supports_prediction,10,12549,text__char__egie,[char] egie,text,0.03647968918085098,0.007171951700001955,0.007171951700001955
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,1,1301,text__word__bitte zusätzliche,bitte zusätzliche,text,0.35136088728904724,-0.03515821695327759,0.03515821695327759
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,2,15004,categorical__language_de,de,language,1.0,-0.014229942113161087,0.014229942113161087
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,3,4689,text__word__informationen,informationen,text,0.15427134931087494,-0.007486211135983467,0.007486211135983467
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,4,11565,text__char__ mcaf,[char]  mcaf,text,0.09268201142549515,-0.007371366489678621,0.007371366489678621
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,5,13442,text__char__mati,[char] mati,text,0.028138352558016777,-0.0035893977619707584,0.0035893977619707584
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,6,11563,text__char__ mc,[char]  mc,text,0.09268201142549515,-0.0035675663966685534,0.0035675663966685534
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,7,13127,text__char__infor,[char] infor,text,0.026684416458010674,-0.0034821094013750553,0.0034821094013750553
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,8,14543,text__char__tegi,[char] tegi,text,0.036375489085912704,-0.003443645080551505,0.003443645080551505
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,9,12058,text__char__ateg,[char] ateg,text,0.03461557626724243,-0.0033547719940543175,0.0033547719940543175
case_07,critical_high_to_low,knn_cosine,kNN (cosine),instance_based,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,medium,opposes_prediction,10,13577,text__char__nfor,[char] nfor,text,0.026072269305586815,-0.0032489956356585026,0.0032489956356585026
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,1,15011,categorical__queue_Product Support,Product Support,queue,1.0,0.1251097172498703,0.1251097172498703
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,2,15003,categorical__type_Request,Request,type,1.0,0.07219412922859192,0.07219412922859192
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,3,10253,text__word__understanding,understanding,text,0.09307664632797241,0.06479763984680176,0.06479763984680176
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,4,15005,categorical__language_en,en,language,1.0,0.041536588221788406,0.041536588221788406
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,5,2624,text__word__detailed information,detailed information,text,0.14822213351726532,0.03873104602098465,0.03873104602098465
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,6,1688,text__word__client,client,text,0.12192655354738235,0.03685580939054489,0.03685580939054489
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,7,6141,text__word__message reaches,message reaches,text,0.12336806207895279,0.029694098979234695,0.029694098979234695
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,8,13351,text__char__lient,[char] lient,text,0.04272770881652832,0.024977020919322968,0.024977020919322968
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,9,7762,text__word__reaches,reaches,text,0.12336806207895279,0.021099841222167015,0.021099841222167015
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,supports_prediction,10,12658,text__char__eres,[char] eres,text,0.02600657194852829,0.0180966779589653,0.0180966779589653
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,1,5078,text__word__interested understanding,interested understanding,text,0.10395850986242294,-0.029490748420357704,0.029490748420357704
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,2,14750,text__char__uiry ,[char] uiry ,text,0.035342443734407425,-0.028567953035235405,0.028567953035235405
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,3,7245,text__word__pricing,pricing,text,0.10805482417345047,-0.022356906905770302,0.022356906905770302
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,4,14016,text__char__quiry,[char] quiry,text,0.03516343608498573,-0.018261147662997246,0.018261147662997246
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,5,12393,text__char__deta,[char] deta,text,0.03498825058341026,-0.017502188682556152,0.017502188682556152
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,6,8746,text__word__services provided,services provided,text,0.14258421957492828,-0.01477064099162817,0.01477064099162817
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,7,4769,text__word__inquiry,inquiry,text,0.0858679860830307,-0.011558291502296925,0.011558291502296925
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,8,13048,text__char__icing,[char] icing,text,0.04198645055294037,-0.01106884516775608,0.01106884516775608
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,9,13703,text__char__ny ,[char] ny ,text,0.02335314266383648,-0.011050271801650524,0.011050271801650524
case_08,model_disagreement_1,knn_cosine,kNN (cosine),instance_based,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,high,opposes_prediction,10,7763,text__word__reaches well,reaches well,text,0.12729769945144653,-0.008087818510830402,0.008087818510830402
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,1,7065,text__word__plattform,plattform,text,0.1991918981075287,0.06664221733808517,0.06664221733808517
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,2,12979,text__char__hni,[char] hni,text,0.039254020899534225,0.034344155341386795,0.034344155341386795
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,3,12074,text__char__attf,[char] attf,text,0.050342265516519547,0.03267326205968857,0.03267326205968857
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,4,14580,text__char__tes,[char] tes,text,0.015240265987813473,0.023930640891194344,0.023930640891194344
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,5,586,text__word__anfrage,anfrage,text,0.09615665674209595,0.02167745679616928,0.02167745679616928
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,6,12555,text__char__egrat,[char] egrat,text,0.01438659243285656,0.020568164065480232,0.020568164065480232
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,7,14512,text__char__tai,[char] tai,text,0.014777563512325287,0.020544035360217094,0.020544035360217094
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,8,4418,text__word__implementierung,implementierung,text,0.11973493546247482,0.01863059587776661,0.01863059587776661
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,9,14779,text__char__unse,[char] unse,text,0.03517806529998779,0.017941398546099663,0.017941398546099663
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,supports_prediction,10,4895,text__word__integration,integration,text,0.056450553238391876,0.015142795629799366,0.015142795629799366
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,opposes_prediction,1,15007,categorical__queue_Customer Service,Customer Service,queue,1.0,-0.028341855853796005,0.028341855853796005
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,opposes_prediction,2,4689,text__word__informationen,informationen,text,0.07024338096380234,-0.027225486934185028,0.027225486934185028
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,opposes_prediction,3,13578,text__char__nform,[char] nform,text,0.01262288261204958,-0.02502671256661415,0.02502671256661415
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,opposes_prediction,4,4160,text__word__helfen,helfen,text,0.09361995756626129,-0.018451986834406853,0.018451986834406853
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,opposes_prediction,5,14196,text__char__rmat,[char] rmat,text,0.01341769378632307,-0.007227407302707434,0.007227407302707434
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,opposes_prediction,6,14197,text__char__rmati,[char] rmati,text,0.013461325317621231,-0.006947011686861515,0.006947011686861515
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,opposes_prediction,7,14542,text__char__teg,[char] teg,text,0.010966785252094269,-0.006826913915574551,0.006826913915574551
case_09,model_disagreement_2,knn_cosine,kNN (cosine),instance_based,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,high,opposes_prediction,8,8895,text__word__sicherheitsvorkehrungen,sicherheitsvorkehrungen,text,0.1643756479024887,-0.004259072709828615,0.004259072709828615
