modeling_row_id,semantic_group_id,priority,priority_encoded,analysis_role,is_global_h2_case,is_faithfulness_case,is_xgboost_sensitivity_case,is_local_case,case_id,case_type,type,language,queue,sentiment_negative,sentiment_neutral,sentiment_positive,text,text_clean,pred_logistic_regression,pred_linear_svm,pred_complement_naive_bayes,pred_knn_cosine,pred_random_forest,pred_xgboost,pred_lightgbm,pred_final_model
12835,2d56b896f4016f29b95ed0526c4a202e29151fc5,low,0,global_h2,True,False,True,False,,,Change,en,Service Outages and Maintenance,0.071009465,0.12735553,0.801635,"Request for System Modifications I am writing to request modifications to the system to enhance compatibility with ClickUp third-party applications and improve overall functionality. The current integration is limiting our workflow and causing inefficiencies. I would greatly appreciate it if adjustments could be made to improve compatibility and functionality with the applications, which would significantly enhance our workflow and productivity. I would be very grateful if you could look into implementing these necessary adjustments as soon as possible. Thank you for your time and consideration. I look forward to hearing from you soon.","request for system modifications i am writing to request modifications to the system to enhance compatibility with clickup third-party applications and improve overall functionality. the current integration is limiting our workflow and causing inefficiencies. i would greatly appreciate it if adjustments could be made to improve compatibility and functionality with the applications, which would significantly enhance our workflow and productivity. i would be very grateful if you could look into implementing these necessary adjustments as soon as possible. thank you for your time and consideration. i look forward to hearing from you soon.",2,2,2,0,2,2,2,2
12998,9aee4af152ae726c13c512688971129cbf8541d9,low,0,global_h2,True,True,False,False,,,Request,en,Customer Service,0.043636385,0.6546685,0.30169514,Project Management Software Details Is it possible to get details on the integration capabilities and customization options of project management software? I need to ensure it can be tailored to meet specific business requirements and support the use of integration tools.,project management software details is it possible to get details on the integration capabilities and customization options of project management software? i need to ensure it can be tailored to meet specific business requirements and support the use of integration tools.,0,0,0,0,0,1,1,1
13705,6608e4f65513ca3df858e285b3a389ae0f87f1cc,low,0,global_h2,True,False,True,False,,,Request,en,Customer Service,0.0875118,0.40177667,0.51071155,"Support for Project Management Tools Hello, I am reaching out to inquire about the features of your project management SaaS platform, specifically regarding its capabilities in task assignments, progress tracking, and team collaboration. Could you provide information on how the platform assists with these aspects? Additionally, I am particularly interested in learning about the available APIs and third-party integrations that can enhance workflow. Could you also provide details on the pricing models, any available discounts for long-term commitments, and perhaps share some case studies or whitepapers that demonstrate the effectiveness of your platform? Thank you for your assistance.","support for project management tools hello, i am reaching out to inquire about the features of your project management saas platform, specifically regarding its capabilities in task assignments, progress tracking, and team collaboration. could you provide information on how the platform assists with these aspects? additionally, i am particularly interested in learning about the available apis and third-party integrations that can enhance workflow. could you also provide details on the pricing models, any available discounts for long-term commitments, and perhaps share some case studies or whitepapers that demonstrate the effectiveness of your platform? thank you for your assistance.",1,1,1,2,1,1,1,1
13830,a6a6d9577e0cc9bd8e1dff924e6576367fd2dc5b,low,0,global_h2,True,True,True,False,,,Incident,en,Returns and Exchanges,0.6701557,0.26992822,0.05991603,"Concerns About Product Return and Exchange Procedures Customer Support has received several inquiries regarding the product return and exchange processes, which appear to be negatively impacted by unclear usage guidelines and unexpected functionality issues. Efforts to clarify the purchasing process have led to a notable improvement in customer satisfaction, but the return and exchange process remains a challenge for customers, resulting in a decline in overall customer satisfaction. It is believed that re-evaluating product descriptions, usage guidelines, and the overall purchasing process is essential.","concerns about product return and exchange procedures customer support has received several inquiries regarding the product return and exchange processes, which appear to be negatively impacted by unclear usage guidelines and unexpected functionality issues. efforts to clarify the purchasing process have led to a notable improvement in customer satisfaction, but the return and exchange process remains a challenge for customers, resulting in a decline in overall customer satisfaction. it is believed that re-evaluating product descriptions, usage guidelines, and the overall purchasing process is essential.",0,0,0,0,0,1,0,0
13988,ab61634c200e5138a5006445777249e7363e6a32,low,0,global_h2,True,False,False,False,,,Request,en,Customer Service,0.037773624,0.5932736,0.3689528,Support for Wave Office Integration Is it possible to get documentation on integrating Wave with Microsoft Office 365 for project management? Thank you!,support for wave office integration is it possible to get documentation on integrating wave with microsoft office 365 for project management? thank you!,0,0,1,2,0,0,0,0
14830,903236cede43d27fb162facdacc86eaaad90acb2,low,0,global_h2,True,False,True,False,,,Incident,en,Technical Support,0.6256421,0.30823326,0.06612466,"Query Regarding Customer Support Hello Customer Support, our marketing team is unable to access brand analytics through PostgreSQL. The problem might be due to recent system updates that have impacted database connections. We have already verified the network settings and rebooted the server, but the issue still persists. We have confirmed that the database credentials are correct. It seems the problem is related to the recent system updates. We would greatly appreciate it if you could look into this matter and provide a solution as soon as possible. Please let us know if you need any additional information.","query regarding customer support hello customer support, our marketing team is unable to access brand analytics through postgresql. the problem might be due to recent system updates that have impacted database connections. we have already verified the network settings and rebooted the server, but the issue still persists. we have confirmed that the database credentials are correct. it seems the problem is related to the recent system updates. we would greatly appreciate it if you could look into this matter and provide a solution as soon as possible. please let us know if you need any additional information.",2,2,2,1,2,2,2,2
15321,4da83e6951bb514e058ae0ec03039e1790e79ffe,low,0,global_h2,True,False,True,False,,,Problem,en,Technical Support,0.78321105,0.18777637,0.029012581,Issues with Slow Performance in Analytics Software Suite Experienced sluggish performance with analytics software,issues with slow performance in analytics software suite experienced sluggish performance with analytics software,1,1,0,0,0,0,0,1
15556,eb1654070e6c89d28c3d1a4d9cf21dcd6929be41,low,0,global_h2,True,False,False,False,,,Incident,en,Service Outages and Maintenance,0.686691,0.27777252,0.03553656,"Concerns About Service Outages Noted intermittent service outages impacting various applications, likely caused by recent updates or server overload. Services have been restarted and server load is being monitored.","concerns about service outages noted intermittent service outages impacting various applications, likely caused by recent updates or server overload. services have been restarted and server load is being monitored.",2,2,2,2,2,2,2,2
16617,a48c7c860c0e33dc1c0cc2db720dd63f5e3376e1,low,0,global_h2,True,True,False,False,,,Request,en,Customer Service,0.04134267,0.31688216,0.6417752,"Support Required for Magento Integration We are reaching out to your Customer Support team for guidance on integrating Magento 2.4 to enhance our digital marketing strategies, which we believe will boost brand growth. Specifically, we are interested in leveraging Magento's features to create targeted campaigns, track customer behavior, and optimize our marketing efforts. Could you provide us with resources and best practices to get started with this integration? Your advice on how to align our digital marketing strategies with Magento 2.4 to drive business growth would be greatly appreciated. Thank you.","support required for magento integration we are reaching out to your customer support team for guidance on integrating magento 2.4 to enhance our digital marketing strategies, which we believe will boost brand growth. specifically, we are interested in leveraging magento's features to create targeted campaigns, track customer behavior, and optimize our marketing efforts. could you provide us with resources and best practices to get started with this integration? your advice on how to align our digital marketing strategies with magento 2.4 to drive business growth would be greatly appreciated. thank you.",0,1,0,2,1,1,1,1
16715,14df4785c15d29c95bfab2b1d583b4bae6023190,low,0,global_h2,True,False,False,False,,,Incident,en,IT Support,0.3361458,0.560085,0.10376926,"Support for Hospital IT Issues Dear Customer Service, we are encountering unexpected security warnings on our hospital IT systems while trying to access secure medical data. The issue seems to be related to a configuration problem with the WLAN router, possibly due to expired security certificates. We attempted to resolve it by shutting down the WLAN router and performing a software update on the affected product, but the problem persists. We are eager to help resolve this issue quickly. Please share any additional steps that could be taken to address the problem. We are at your disposal to provide any necessary information or support to ensure security.","support for hospital it issues dear customer service, we are encountering unexpected security warnings on our hospital it systems while trying to access secure medical data. the issue seems to be related to a configuration problem with the wlan router, possibly due to expired security certificates. we attempted to resolve it by shutting down the wlan router and performing a software update on the affected product, but the problem persists. we are eager to help resolve this issue quickly. please share any additional steps that could be taken to address the problem. we are at your disposal to provide any necessary information or support to ensure security.",2,2,2,2,1,1,1,1
17166,d4617a0c82f35d828a3c83b434cd3b5b642f6b4c,low,0,global_h2,True,False,False,False,,,Problem,de,Returns and Exchanges,0.58913636,0.37960148,0.031262115,"Mangels Funktion bei mehreren Geräten Viele Geräte, darunter Cooler Master MasterBox Q300L und Lenovo ThinkPad X1 Carbon, funktionieren ordnungsgemäß. Ich habe versucht, das Problem zu lösen, indem ich Geräte neustartete und Verbindungen überprüfte, aber das Problem konnte nicht behoben werden. Bitte geben Sie Ratschläge für den nächsten Schritt, um das Problem zu lösen.","mangels funktion bei mehreren geräten viele geräte, darunter cooler master masterbox q300l und lenovo thinkpad x1 carbon, funktionieren ordnungsgemäß. ich habe versucht, das problem zu lösen, indem ich geräte neustartete und verbindungen überprüfte, aber das problem konnte nicht behoben werden. bitte geben sie ratschläge für den nächsten schritt, um das problem zu lösen.",0,0,1,0,0,1,1,0
17182,f57e7ae73b301e7855a1e37ff6511fcc3034622d,low,0,global_h2,True,True,False,False,,,Change,en,Returns and Exchanges,0.062488392,0.16773881,0.76977277,"Request for Updating Project Management Interface I am requesting an update to the project management interface. The current version is outdated and lacks features necessary for effective team collaboration. I would like to see an updated interface that includes real-time notifications, customizable workflows, and enhanced reporting capabilities. These changes would greatly improve the user experience and enable teams to work more efficiently. I look forward to hearing about the progress of this request.","request for updating project management interface i am requesting an update to the project management interface. the current version is outdated and lacks features necessary for effective team collaboration. i would like to see an updated interface that includes real-time notifications, customizable workflows, and enhanced reporting capabilities. these changes would greatly improve the user experience and enable teams to work more efficiently. i look forward to hearing about the progress of this request.",0,0,0,1,0,0,0,0
17348,914253417fefac5563fb615199e07b744d57f319,low,0,global_h2,True,False,True,False,,,Request,de,Billing and Payments,0.022373365,0.69919777,0.27842882,Forderung Details zu Datenanalyse-Dienstleistungen Mehr Details zu Datenanalyse-Dienstleistungen und Optimierung von Investitionen? Fassung zur Unterstützung der Entscheidungsprozesse. Vielen Dank für Ihre Geduld und Unterstützung.,forderung details zu datenanalyse-dienstleistungen mehr details zu datenanalyse-dienstleistungen und optimierung von investitionen? fassung zur unterstützung der entscheidungsprozesse. vielen dank für ihre geduld und unterstützung.,1,1,0,0,1,1,1,1
17556,8d4a645bfbba1f37111010e5da715c39e15011d4,low,0,global_h2,True,True,False,False,,,Incident,en,Product Support,0.20531122,0.71208835,0.08260042,"Slow Query Performance in Database During data analytics processing, slow query performance was observed in the MySQL database.","slow query performance in database during data analytics processing, slow query performance was observed in the mysql database.",1,1,1,0,0,0,0,0
17575,6ab8e29737e4254fa2d8e9d8156816038c3803ce,low,0,global_h2,True,True,False,False,,,Problem,de,Customer Service,0.33749917,0.6240668,0.03843405,"Sicherheitsbedenken an Medikamentensystem-Daten Es besteht die Möglichkeit, dass Datensperrungen bei medizinischen Aufzeichnungen des IT-Systems des Krankenhauses gefährdet sind. Möglicherweise liegt dies an veralteter Software, die Schwachstellen enthält. Systemaktualisierungen wurden durchgeführt, Zugangspunkte sind sichergestellt und Sicherheitsprüfungen durchgeführt, jedoch behält das Problem bestanden. Ein dringender Support ist erforderlich, um das Problem zu lösen und weitere Schäden zu verhindern. Bitte geben Sie Anweisungen für die nächsten Schritte an. Vielen Dank für Ihre dringende Unterstützung in dieser Angelegenheit.","sicherheitsbedenken an medikamentensystem-daten es besteht die möglichkeit, dass datensperrungen bei medizinischen aufzeichnungen des it-systems des krankenhauses gefährdet sind. möglicherweise liegt dies an veralteter software, die schwachstellen enthält. systemaktualisierungen wurden durchgeführt, zugangspunkte sind sichergestellt und sicherheitsprüfungen durchgeführt, jedoch behält das problem bestanden. ein dringender support ist erforderlich, um das problem zu lösen und weitere schäden zu verhindern. bitte geben sie anweisungen für die nächsten schritte an. vielen dank für ihre dringende unterstützung in dieser angelegenheit.",1,1,2,0,2,1,2,1
17828,56f92ebedbbc3933bcbad0dd57a922e328ee0ee1,low,0,global_h2,True,False,True,False,,,Request,en,Customer Service,0.022592565,0.6258944,0.351513,Enhancing Investment Strategies for Firms Supply information on data analytics,enhancing investment strategies for firms supply information on data analytics,0,0,0,2,1,1,1,1
17999,357d48389d93f10519e1e0586c15f1f245588d5f,low,0,global_h2,True,False,False,False,,,Incident,de,Sales and Pre-Sales,0.44686127,0.51816624,0.034972493,"Liebe Kundenservice, die Marketingagentur kämpft mit der Markenwachstumsstrategie. Trotz der Implementierung von digitalen Strategien sind die Ergebnisse unzufriedenstellend. E-Mail-Kampagnen wurden optimiert, und die Social-Media-Strategien wurden überarbeitet, aber das Wachstum bleibt standstill. Ungenaue Zielgruppenkennung könnte möglicherweise die Ursache für diese Schwierigkeiten sein. Indikatoren für Leistung haben wir analysiert, jedoch ohne eine Lösung zu finden. Hilfe bei der Identifizierung der Ursache und der Umsetzung effektiver Wachstumsstrategien ist dringend notwendig.","liebe kundenservice, die marketingagentur kämpft mit der markenwachstumsstrategie. trotz der implementierung von digitalen strategien sind die ergebnisse unzufriedenstellend. e-mail-kampagnen wurden optimiert, und die social-media-strategien wurden überarbeitet, aber das wachstum bleibt standstill. ungenaue zielgruppenkennung könnte möglicherweise die ursache für diese schwierigkeiten sein. indikatoren für leistung haben wir analysiert, jedoch ohne eine lösung zu finden. hilfe bei der identifizierung der ursache und der umsetzung effektiver wachstumsstrategien ist dringend notwendig.",0,0,0,0,0,0,0,0
18442,ab5d44c4c88d69f42a2293c4f6b14b738add3811,low,0,global_h2,True,False,False,False,,,Incident,en,Customer Service,0.28308174,0.4742424,0.24267593,"Dear Customer Support, our marketing agency is facing connectivity issues with the Google Nest Wifi Router, which is impacting our client communications and the use of online tools. The problem might have arisen due to recent firmware updates or network congestion during peak hours. We have already restarted the router and checked the device settings, but the issue still persists. We would greatly appreciate your assistance in resolving this issue as soon as possible. Please let us know if there are any additional steps we can take. Thank you.","dear customer support, our marketing agency is facing connectivity issues with the google nest wifi router, which is impacting our client communications and the use of online tools. the problem might have arisen due to recent firmware updates or network congestion during peak hours. we have already restarted the router and checked the device settings, but the issue still persists. we would greatly appreciate your assistance in resolving this issue as soon as possible. please let us know if there are any additional steps we can take. thank you.",0,1,1,1,1,1,1,1
18576,f43125b5c45da0cb8fe3a67d89bb8c496acb8c48,low,0,global_h2,True,True,True,False,,,Incident,en,Returns and Exchanges,0.73353285,0.22425778,0.042209383,"Concern Regarding Data Breach in Healthcare Systems Dear Customer Support, there might have been a data breach affecting sensitive medical information in our hospital's IT systems. This issue could be due to outdated security protocols and a misconfigured firewall. Steps taken include attempting to update security software and monitor network traffic, but concerns still remain. We kindly request your assistance in investigating and resolving this matter promptly to ensure the integrity of our systems. Please give us your urgent attention as this is a critical issue.","concern regarding data breach in healthcare systems dear customer support, there might have been a data breach affecting sensitive medical information in our hospital's it systems. this issue could be due to outdated security protocols and a misconfigured firewall. steps taken include attempting to update security software and monitor network traffic, but concerns still remain. we kindly request your assistance in investigating and resolving this matter promptly to ensure the integrity of our systems. please give us your urgent attention as this is a critical issue.",1,1,2,2,2,2,2,1
18682,6e87c71ea39e4b92d1af2d6cecccdc718e7aeed9,low,0,global_h2,True,False,False,False,,,Change,en,IT Support,0.067307815,0.29580918,0.636883,"Update on Digital Tools for Brand Growth Customer Support, we are reaching out to update on the digital tools platforms used for the brand's growth strategies across various applications and devices. It is essential to update these tools to ensure the brand remains competitive in the market. The current tools are outdated and do not provide the required functionality. We would greatly appreciate it if you could look into this matter and provide a solution as soon as possible. Please let us know if you need any additional information to facilitate the update. Thank you for your time and assistance.","update on digital tools for brand growth customer support, we are reaching out to update on the digital tools platforms used for the brand's growth strategies across various applications and devices. it is essential to update these tools to ensure the brand remains competitive in the market. the current tools are outdated and do not provide the required functionality. we would greatly appreciate it if you could look into this matter and provide a solution as soon as possible. please let us know if you need any additional information to facilitate the update. thank you for your time and assistance.",0,0,0,0,0,0,0,0
19073,151634ade3a164d26c5239d614d1f06e5cdc4ced,low,0,global_h2,True,False,False,False,,,Incident,de,Billing and Payments,0.066953324,0.8864252,0.046621446,"Unterstützung für die Kostenstelle erforderlich Wir benötigen Ihre Unterstützung, da bei der Zahlungsverarbeitung ein Fehler in der Kostenstelle aufgetreten ist. Dies scheint auf Probleme während der Systemaktualisierung zurückzuführen sein. Bitte überprüfen Sie die Zahlungsdetails und geben Sie uns eine detaillierte Beschreibung des Fehlers, einschließlich der Konto-Nr. und spezifischer Fehlermeldungen. Ihre Rückmeldung hilft uns, das Problem zu lösen. Falls nötig, können wir direkt telefonisch besprechen, wie wir den Fall weiter verfolgen können.","unterstützung für die kostenstelle erforderlich wir benötigen ihre unterstützung, da bei der zahlungsverarbeitung ein fehler in der kostenstelle aufgetreten ist. dies scheint auf probleme während der systemaktualisierung zurückzuführen sein. bitte überprüfen sie die zahlungsdetails und geben sie uns eine detaillierte beschreibung des fehlers, einschließlich der konto-nr. und spezifischer fehlermeldungen. ihre rückmeldung hilft uns, das problem zu lösen. falls nötig, können wir direkt telefonisch besprechen, wie wir den fall weiter verfolgen können.",1,1,1,1,1,1,1,1
19125,836e06e09805c6fe20aa8789e20c28994eacefde,low,0,global_h2,True,True,False,False,,,Problem,en,Product Support,0.23310642,0.35311437,0.41377917,"Problem with Antivirus Software Customer Support, please note the compatibility issue with project management SaaS Bitdefender Antivirus Plus. It appears that firewall settings are interfering with the necessary data flow, even after trying to set up exceptions in the antivirus software. The issue continues, and I would greatly appreciate your guidance in resolving it. Could you please provide any assistance or recommendations to resolve this compatibility issue? I look forward to hearing from you soon.","problem with antivirus software customer support, please note the compatibility issue with project management saas bitdefender antivirus plus. it appears that firewall settings are interfering with the necessary data flow, even after trying to set up exceptions in the antivirus software. the issue continues, and i would greatly appreciate your guidance in resolving it. could you please provide any assistance or recommendations to resolve this compatibility issue? i look forward to hearing from you soon.",1,1,1,1,1,1,1,1
19176,f713101ae31f40722fe920a6bb17b021c5be65c7,low,0,global_h2,True,True,False,False,,,Incident,de,Returns and Exchanges,0.4987177,0.47110593,0.030176422,"IT-Systemausfall Probleme mit der Dateneingangsfunktion betroffener medizinischer Akten im medizinischen IT-System des Krankenhauses. Möglicherweise sind es Softwarekonflikte, Hardwarefehler oder Routinenachprüfungen. Die Systeme wurden neu gestartet und die Software aktualisiert, das Problem behält jedoch seinen Bestand.","it-systemausfall probleme mit der dateneingangsfunktion betroffener medizinischer akten im medizinischen it-system des krankenhauses. möglicherweise sind es softwarekonflikte, hardwarefehler oder routinenachprüfungen. die systeme wurden neu gestartet und die software aktualisiert, das problem behält jedoch seinen bestand.",1,2,2,1,2,2,2,2
19244,4305b1a6cf6c17019d6188b068728503b159efd9,low,0,global_h2,True,True,False,False,,,Incident,en,Customer Service,0.8040252,0.17226006,0.023714727,"An unauthorized access attempt was detected on the medical data systems due to outdated security protocols and software vulnerabilities. After reviewing access logs and updating passwords, we still face significant security concerns.","an unauthorized access attempt was detected on the medical data systems due to outdated security protocols and software vulnerabilities. after reviewing access logs and updating passwords, we still face significant security concerns.",1,1,1,0,1,1,1,0
19314,524963512d7f2a1374758e1acafd7578d19d7573,low,0,global_h2,True,True,False,False,,,Request,de,General Inquiry,0.17565957,0.36709455,0.45724592,"Verbesserung Investments-Optimierung Datenanalyse Sehr geehrte Kundenservice, ich möchte mich erkundigen, wie Datenanalyse bei der Optimierung von Investitionen beiträgt. Könnten Sie mir bitte Details zu Ihrem Ansatz bei der Datenanalyse und der Optimierung von Investitionen sowie den verwendeten Werkzeugen und Techniken zur Durchführung investitionssichernder Entscheidungen bereitstellen? Ich würde mich freuen, wenn Sie mir auch Markttrends und Muster identifizieren und wie diese die Gesamtlösung und Investitionsstrategie beeinflussen. Vielen Dank für Ihre Unterstützung. Ich freue mich darauf, bald von Ihnen zu hören.","verbesserung investments-optimierung datenanalyse sehr geehrte kundenservice, ich möchte mich erkundigen, wie datenanalyse bei der optimierung von investitionen beiträgt. könnten sie mir bitte details zu ihrem ansatz bei der datenanalyse und der optimierung von investitionen sowie den verwendeten werkzeugen und techniken zur durchführung investitionssichernder entscheidungen bereitstellen? ich würde mich freuen, wenn sie mir auch markttrends und muster identifizieren und wie diese die gesamtlösung und investitionsstrategie beeinflussen. vielen dank für ihre unterstützung. ich freue mich darauf, bald von ihnen zu hören.",0,0,0,0,0,0,0,0
19793,50fdce3c860229ba504a25af0bb16f44e5acc14c,low,0,global_h2,True,True,True,False,,,Request,en,Technical Support,0.041248016,0.4604699,0.49828216,Support for Integration of PrestaShop and Zapier for Enhanced Digital Marketing Strategies I am looking for more details on the integration of PrestaShop and Zapier to enhance my digital marketing strategies. I want to explore various automation options to improve the performance of my online store.,support for integration of prestashop and zapier for enhanced digital marketing strategies i am looking for more details on the integration of prestashop and zapier to enhance my digital marketing strategies. i want to explore various automation options to improve the performance of my online store.,2,2,2,2,2,2,2,2
20592,f95c9849efc2c3d354300549694724ce76879349,low,0,global_h2,True,False,False,False,,,Request,en,General Inquiry,0.029052489,0.67908204,0.29186553,Technology Product Inquiry Could you provide details on digital strategies to enhance brand growth?,technology product inquiry could you provide details on digital strategies to enhance brand growth?,0,0,0,1,1,1,1,1
20676,33327280e49aadad357630b9088b0aec8a88c57a,low,0,global_h2,True,True,False,False,,,Change,de,Service Outages and Maintenance,0.05020999,0.8233209,0.12646909,"Eindruck Sicherheit Medizinischer Daten Bitten Sie um Verbesserung der Sicherheitsprotokolle für medizinische Daten, die Anwendungen und Geräte betreffen, um die Einhaltung und Datensicherheit sensibler Informationen zu gewährleisten.","eindruck sicherheit medizinischer daten bitten sie um verbesserung der sicherheitsprotokolle für medizinische daten, die anwendungen und geräte betreffen, um die einhaltung und datensicherheit sensibler informationen zu gewährleisten.",0,0,2,2,2,2,2,2
20752,4549c41c5ac4b9e0a34aea4499a5acacefce7a30,low,0,global_h2,True,True,False,False,,,Problem,de,Customer Service,0.39204305,0.55693364,0.051023312,"Anfrage über vermeintliche Datenschutzverletzung Es wurde von möglicher unbefugten Zugriff auf medizinischen Akten berichtet. Dies scheint auf veraltete Sicherheitsprotokolle zurückzuführen sein. Nachdem Passwörter aktualisiert wurden, wurden Antivirus-Skripte auf betroffenen Geräten durchgeführt.","anfrage über vermeintliche datenschutzverletzung es wurde von möglicher unbefugten zugriff auf medizinischen akten berichtet. dies scheint auf veraltete sicherheitsprotokolle zurückzuführen sein. nachdem passwörter aktualisiert wurden, wurden antivirus-skripte auf betroffenen geräten durchgeführt.",2,2,2,0,1,1,1,2
20882,fbf65edbdf5c928847200e96324dab34c779095c,low,0,global_h2,True,False,True,False,,,Request,en,Billing and Payments,0.038371664,0.26877603,0.6928524,"Inquiry About Investment Analytics Services Hello Customer Support, I am inquiring about the investment analytics services your company offers, particularly regarding billing and payment options. Could you provide details on the types of services available and how they can benefit my business? I would greatly appreciate any information you can provide, including pricing and implementation timelines. Thank you for your assistance, and I look forward to hearing back from you soon.","inquiry about investment analytics services hello customer support, i am inquiring about the investment analytics services your company offers, particularly regarding billing and payment options. could you provide details on the types of services available and how they can benefit my business? i would greatly appreciate any information you can provide, including pricing and implementation timelines. thank you for your assistance, and i look forward to hearing back from you soon.",0,0,0,2,1,1,1,1
21019,ffdabeb8a1afd8d39c2a2c5228ecd30236bfe82a,low,0,global_h2,True,True,False,False,,,Incident,de,Customer Service,0.5258765,0.43581435,0.038309135,"Verzögerung bei dem Abruf von Investmentanalyse-Daten Der Benutzer begegnet Verzögerungen beim Abrufen von Investmentanalyse-Daten. Das Problem könnte durch Softwareupdates und erhöhte Serverbelastung verursacht werden. Der Cache wurde gelöscht und das Programm neu gestartet, jedoch behält sich das Problem trotzdem bestand.","verzögerung bei dem abruf von investmentanalyse-daten der benutzer begegnet verzögerungen beim abrufen von investmentanalyse-daten. das problem könnte durch softwareupdates und erhöhte serverbelastung verursacht werden. der cache wurde gelöscht und das programm neu gestartet, jedoch behält sich das problem trotzdem bestand.",1,1,0,1,0,1,1,1
21069,35b9ecacba3b84df2b97ff64c5778caf6cb6cae1,low,0,global_h2,True,True,False,False,,,Change,en,Billing and Payments,0.080406584,0.2901694,0.629424,"Request for Update of Billing Data Analytics Dear Customer Support, I am writing to request an update to my billing data to align better with the advanced Data Analytics tools I have recently implemented, which have significantly improved my ability to monitor and analyze investments. I am confident that this update will enhance my overall experience. I would like the billing period to be changed from quarterly to monthly payments. Additionally, I would prefer to make payments via credit card instead of the current method.","request for update of billing data analytics dear customer support, i am writing to request an update to my billing data to align better with the advanced data analytics tools i have recently implemented, which have significantly improved my ability to monitor and analyze investments. i am confident that this update will enhance my overall experience. i would like the billing period to be changed from quarterly to monthly payments. additionally, i would prefer to make payments via credit card instead of the current method.",0,0,0,0,0,1,0,0
21709,4cc2da38c34ceb960d41b2cfc565725dff00a3f8,low,0,global_h2,True,True,True,False,,,Incident,en,Technical Support,0.7729913,0.19861281,0.028395906,"Unapproved entry into medical data networks Noted unapproved attempts to enter medical data networks, likely because of obsolete security measures. Updated passwords and examined access logs.","unapproved entry into medical data networks noted unapproved attempts to enter medical data networks, likely because of obsolete security measures. updated passwords and examined access logs.",0,0,2,0,2,2,1,1
21857,a77729e50fc14d8f10de6803b57904b957dfd717,low,0,global_h2,True,False,False,False,,,Incident,de,Product Support,0.22120991,0.34565544,0.43313465,"Problematik mit Abnahme der Besucherzahl Sehr geehrte Kundenservice, ich möchte melden, dass die Besucherzahl auf meiner Website plötzlich stark abgenommen hat. Dies deutet auf kürzlich durchgeführte Suchmaschinen-Algorithmen hin. Ich habe die SEO-Strategien der Marketing-Agentur und die Website-Analyse-Daten gründlich geprüft, aber das Problem bestand weiterhin. Ich freue mich, wenn Sie uns unterstützen können, das Problem zu lösen. Bitte teilen Sie mir mit, welche nächsten Schritte angemessen wären. Ich freue mich auf Ihre Rückmeldung. Vielen Dank für Ihre Unterstützung. Herzliche Grüße, [Ihr Name]","problematik mit abnahme der besucherzahl sehr geehrte kundenservice, ich möchte melden, dass die besucherzahl auf meiner website plötzlich stark abgenommen hat. dies deutet auf kürzlich durchgeführte suchmaschinen-algorithmen hin. ich habe die seo-strategien der marketing-agentur und die website-analyse-daten gründlich geprüft, aber das problem bestand weiterhin. ich freue mich, wenn sie uns unterstützen können, das problem zu lösen. bitte teilen sie mir mit, welche nächsten schritte angemessen wären. ich freue mich auf ihre rückmeldung. vielen dank für ihre unterstützung. herzliche grüße, [ihr name]",1,1,2,1,1,1,1,1
22419,6e4a779e695eba195460d575511a426ca8a1e150,low,0,global_h2,True,True,False,False,,,Change,de,Technical Support,0.104152456,0.7055022,0.1903454,"Beten Sie für die Aktualisierung der Datenanalyse-Tools, einschließlich Airtable für verbesserte Investitionsoptimierung Hallo <name> , vielen Dank für Ihre Anfrage zur Aktualisierung der Datenanalyse-Tools, insbesondere Airtable, die zur verbesserten Investitionsoptimierung beitragen. Um die Bearbeitung Ihrer Anfrage und die Verbesserung der Investitionsoptimierung zu ermöglichen, könnten Sie bitte mehr Details zur spezifischen Integration der Datenanalyse-Tools liefern. Falls Sie möchten, können wir gerne telefonisch weitere Details besprechen. Vielen Dank und wir setzen uns bald mit Ihnen in Verbindung. Herzliche Grüße, Wahl Services","beten sie für die aktualisierung der datenanalyse-tools, einschließlich airtable für verbesserte investitionsoptimierung hallo <name> , vielen dank für ihre anfrage zur aktualisierung der datenanalyse-tools, insbesondere airtable, die zur verbesserten investitionsoptimierung beitragen. um die bearbeitung ihrer anfrage und die verbesserung der investitionsoptimierung zu ermöglichen, könnten sie bitte mehr details zur spezifischen integration der datenanalyse-tools liefern. falls sie möchten, können wir gerne telefonisch weitere details besprechen. vielen dank und wir setzen uns bald mit ihnen in verbindung. herzliche grüße, wahl services",1,1,2,2,2,2,2,2
22503,bafc16c3c275756a20bccb37c1949e518d2bf696,low,0,global_h2,True,False,False,False,,,Request,en,Sales and Pre-Sales,0.06255503,0.2150484,0.7223966,"Exploration of SaaS Integration Features Dear Support Team, I would like to explore the capabilities of SaaS integrations. Could you provide detailed information on integrating MySQL 8.0 with Jenkins, including all possible limitations? Additionally, it would be great if you could share examples of successful integration projects and relevant documentation. This information will help us better understand our requirements and determine if your services are suitable. Thank you for your support. I look forward to hearing from you.","exploration of saas integration features dear support team, i would like to explore the capabilities of saas integrations. could you provide detailed information on integrating mysql 8.0 with jenkins, including all possible limitations? additionally, it would be great if you could share examples of successful integration projects and relevant documentation. this information will help us better understand our requirements and determine if your services are suitable. thank you for your support. i look forward to hearing from you.",0,1,1,0,1,1,1,1
